abstract;annotation_id;annotator;category;created_at;doi;id;keywords;lead_time;primary_topic;title;updated_at
"The present study aimed to investigate whether the form and amount of declarative tactical knowledge (DTK) and procedural tactical knowledge (PTK) influence cognitive effort during soccer performance among young players. We assessed 36 male players from a Brazilian first-division soccer club; participants averaged 14.89 ( SD = 1.42) years of age. We evaluated DTK from video simulation tests and PTK through the System of Tactical Assessment in Soccer. We assessed cognitive effort by measures of pupil diameter using Mobile Eye Tracking-XG while players viewed soccer video scenes and made game-related play decisions. After the assessment of tactical knowledge, we categorized the sample according to players' tactical knowledge into participants with higher and lower PTK and higher and lower DTK. Subsequently, we examined the both PTK and DTK groups on cognitive effort. Our results suggest that tactical knowledge influences cognitive effort in that players with higher PTK and DTK displayed less cognitive effort during soccer performance tasks. In conclusion, we observed that PTK and DTK influenced the cognitive effort younger soccer players expended while viewing soccer scenes and making soccer performance decisions.";11;1;Psychology;2024-10-28T20:36:39.975771Z;https://doi.org/10.1177/0031512519826437;https://openalex.org/W2914387741;Soccer Performance, Sport Psychology, Coaching Effectiveness, Youth Sport Specialization;29.756;Development of Expert Performance in Sports Psychology;Young Soccer Players With Higher Tactical Knowledge Display Lower Cognitive Effort;2024-10-28T20:36:39.975790Z
Physical exercise strongly affects human metabolism and causes biochemical changes. This study aimed to investigate the relationship between routine plasma biomarker levels and recovery efficiency in soccer players during an entire competitive match season. The players participating in the study were divided into a midfielder/defender group (seven midfielders and seven defenders) and a goalie/substitute group (six persons-goalkeepers and players with a short cumulative match-time). The fasting capillary blood samples were taken 17-24 h after each competitive match. The blood plasma was used to determine the creatinine, urea, alkaline phosphatase, creatine kinase, lactate dehydrogenase, aspartate and alanine aminotransferase, iron and magnesium levels of the athletes. The levels of (AST) (aspartate aminotransferase), (ALT) (alanine aminotransferase) and (Cr) creatinine were higher in the midfielder/defender group than in the control group, but only AST and Cr significantly varied over time (AST decreased, and Cr increased with time). The (LDH) (lactate dehydrogenase) activity and urea level were significantly lower in the midfielder/defender group than in the goalie/substitute group, and it significantly varied over time (LDH decreased, and urea increased with time). No differences in the (CK) creatine kinase and (ALP) alkaline phosphatase activities between the groups was found, although CK increased significantly with time in the midfielder/defender group (particularly midfielders in the spring round). In midfielders, the AST activity and the iron level were significantly lower in the spring than in the autumn round. On the contrary, ALT, CK, urea and magnesium levels were significantly higher in the spring than in autumn round. A long-term measurement of biochemical parameters in elite soccer players indicated that AST, CK, LDH and creatinine levels, when analyzed together, could constitute a useful set of markers for monitoring recovery periods.;12;1;Physical Attributes;2024-10-28T20:36:46.496793Z;https://doi.org/10.3390/ijerph16183279;https://openalex.org/W2971859995;Soccer Performance, Athlete Monitoring, Inflammatory Effects of Exercise, Metabolism, Performance Analysis;6.399;The Role of Exercise in Inflammation and Oxidative Stress;Blood Biomarkers of Recovery Efficiency in Soccer Players;2024-10-28T20:36:46.496807Z
"Abstract Walker, AJ, McFadden, BA, Sanders, DJ, Rabideau, MM, Hofacker, ML, and Arent, SM. Biomarker response to a competitive season in Division I female soccer players. J Strength Cond Res 33(10): 2622–2628, 2019—The purpose of this study was to evaluate effects of training load (TL) on performance and biomarkers of health, performance, and recovery in Division I female soccer players throughout a competitive season. Subjects ( N = 25, M age = 20 ± 1.1 years) were monitored before the start of preseason and every 4-weeks thereafter (T1–T5). A battery of performance tests was administered before the start of preseason (P1) and end-of-season (P2), including body composition (percent body fat [%BF], fat free mass [FFM], and fat mass), vertical jump (VJ), and V o 2 max. Blood draws were conducted at every time point (T1–T5) to assess free and total cortisol (CORTF and CORTT), prolactin (PRL), T3, IL-6, creatine kinase (CK), sex-hormone binding globulin, omega-3 (n-3FA), vitamin-D (Vit-D), iron (Fe), hematocrit (HcT), ferritin (Fer), percent saturation (%Sat), and total iron-binding capacity (TIBC). Daily exercise energy expenditure (EEE) and TL were determined. There were significant declines in V o 2 max, VJ, weight, and %BF from P1–P2 ( p &lt; 0.05) with no significant differences in FFM. Training load and EEE significantly decreased from T1–T3 ( p &lt; 0.05). Significant increases were seen in CORTT, CORTF, PRL, T3, IL-6, CK, and TIBC throughout the season ( p &lt; 0.05). Significant decreases were seen in n-3FA, Fe, Fer, %Sat, and Hct throughout the season ( p &lt; 0.05). Female athletes experience significant physiological changes following high TL and EEE associated with preseason and appear to be further exacerbated by the cumulative effects of the season. Unique insights provided by biomarkers enable athletes and coaches to be cognizant of the physiological changes that are occurring throughout the season.";13;1;Physical Attributes;2024-10-28T20:36:55.425077Z;https://doi.org/10.1519/jsc.0000000000003264;https://openalex.org/W2968306352;Soccer Performance, Total iron-binding capacity, Training Load, Performance Analysis, Athlete Monitoring, High-Intensity Interval Training, Creatine kinase;8.806;Sports Science and Performance Analysis;Biomarker Response to a Competitive Season in Division I Female Soccer Players;2024-10-28T20:36:55.425089Z
The purpose of this study was to analyze the mechanism of anterior cruciate ligament (ACL) injuries among male and female high school students across several different sports to understand ACL injury trends.A total of 1000 cases involving high school students who suffered ACL injuries during school activities (soccer, basketball, volleyball, handball, and judo) and who received insurance benefits through the Injury and Accident Mutual Aid Benefit System, were included to clarify the various mechanisms of ACL injuries. The mechanism of ACL injury was divided into contact and non-contact injuries. Contact injuries were further divided into direct and indirect contact injuries. Non-contact ACL injuries were also further divided into landing injuries, which involved jump-landing movements, and cutting and stopping injuries, which involved movement with a change of direction and deceleration.Overall, 99.0% of judo ACL injuries were categorized as contact ACL injuries. With regards to ball sports, the number of non-contact ACL injuries among basketball, volleyball, and handball players was significantly higher than the number of contact injuries (67.0%, 86.5%, and 68.5% respectively). With regards to female soccer and basketball players, the number of indirect ACL injuries was higher than direct injuries (72.2% and 76.7%, respectively).Volleyball was associated with a higher rate of non-contact injuries. Soccer, basketball, and handball were associated with more or similar rates of indirect and non-contact injuries than direct injuries. Judo was associated with a higher rate of contact injuries.;14;1;Medical / Injuries;2024-10-28T20:37:01.909526Z;https://doi.org/10.1097/md.0000000000016030;https://openalex.org/W2954040407;Basketball, ACL injury, Body contact, Injury Risk, Anterior Cruciate Ligament;6.382;Epidemiology of Sports-Related Musculoskeletal Injuries;A retrospective study of mechanisms of anterior cruciate ligament injuries in high school basketball, handball, judo, soccer, and volleyball;2024-10-28T20:37:01.909559Z
"Bio-banded competition has been introduced to address the variation in physical maturity within soccer. To date, no research has investigated the effect of bio-banded competition relative to chronological competition. The current study investigated the effect of bio-banding upon physical and technical performance in elite youth soccer athletes. Twenty-five male soccer athletes (11–15 years) from an English Premier League soccer academy participated in bio-banded and chronological competition, with physical and technical performance data collected for each athlete. Athletes were between 85–90% of predicted adult stature, and sub-divided into early, on-time and late developers. For early developers, significantly more short passes, significantly less dribbles and a higher rating of perceived exertion (RPE) were evident during bio-banded competition compared to chronological competition (p &lt; 0.05). Significantly more short passes and dribbles, and significantly fewer long passes were seen for on-time developers during bio-banded competition (p &lt; 0.05). For late developers, significantly more tackles, and significantly fewer long passes were evident during bio-banded competition (p &lt; 0.05). No significant differences in physical performance were identified between competition formats. Results demonstrated that bio-banded competition changed the technical demand placed upon athletes compared to chronological competition, without reducing the physical demands. Bio-banded competition can be prescribed to athletes of differing maturation groups dependent upon their specific developmental needs.";15;1;Physical Attributes;2024-10-28T20:37:26.310291Z;https://doi.org/10.3390/sports7080193;https://openalex.org/W2968571276;Soccer Performance, Athlete Monitoring;24.28;Sports Science and Performance Analysis;Effects of Bio-Banding upon Physical and Technical Performance during Soccer Competition: A Preliminary Analysis;2024-10-28T20:37:26.310303Z
The aim of the study was to examine the effects of a detraining period (DTP) (i.e., off-season) with an individually prescribed training program, and a retraining period (RTP) (i.e., pre-season) combining soccer and flywheel-based strength training on fat-free mass (FFM) and fat-mass (FM) in 10 elite professional male soccer players. The present study used a controlled repeated-measures research design to investigate the changes in FFM and FM using dual-energy X-ray absorptiometry. Whole body %FM increased (effect size (ES) = 0.87 ± 0.46) and FFM reduced after DTP (ES = -0.30 ± 0.19), returning to values comparable to the end of the previous season after RTP. At regional levels, arms, legs, and trunk %FM increased (ES = from 0.42 to 1.29) while trunk-FFM was reduced (ES = -0.40 ± 0.26) after DTP, returning to the values observed at the end of the previous season after RTP. Legs-FFM did not change after DTP, with a substantial increase after RTP in comparison with pre-season values (ES = 0.34 ± 0.29 and 0.53 ± 0.36 for the right and left leg, respectively). Despite the small sample size of the present study, the findings indicate that elite soccer players can be allowed 2 weeks of rest during a five-week DTP, since the changes in %FM and FFM were relatively small, and FM and FFM returned to the optimal initial values for competition after the proposed RTP during the pre-season.;16;1;Physical Attributes;2024-10-28T20:38:31.646159Z;https://doi.org/10.7717/peerj.7466;https://openalex.org/W2968430922;Fat free mass, Training Load, Muscle Adaptations, Athlete Monitoring;65.196;Sports Science and Performance Analysis;The effects of detraining and retraining periods on fat-mass and fat-free mass in elite male soccer players;2024-10-28T20:38:31.646173Z
"The presence of spectators in sport is considered a factor that leads to home advantage (HA). The objective of this research was to analyse the difference of wins, points and goals both at home and away depending on the presence or absence of a crowd and other possible covariates such as budget or average attendance at the stadium in times post COVID. The sample is made up of eight football leagues (soccer) from Germany, Spain, Italy, England and Austria. The results show that there are no significant differences between playing with or without a crowd, except in the German and Spanish top leagues. Even so, there is a tendency in most competitions to play worse at home and better away from home when there are no spectators. These findings do not generally support the theory of social facilitation; so it is concluded that there must be other factors that explain HA.";17;1;Other;2024-10-28T20:39:04.656891Z;https://doi.org/10.1080/14660970.2020.1830067;https://openalex.org/W3091881834;Stadium, Attendance, Sample (material), Spectator Behavior;32.882;Economics of Professional Sports and Prediction Markets;Home advantage in European soccer without crowd;2024-10-28T20:39:04.656915Z
"Brazil is the leading global exporter of soccer players, with approximately 2,000 international transfers to different clubs per year. Although Brazilian players compete in the most prestigious soccer leagues worldwide, the habitual training methods, strategies, and routines of Brazilian soccer strength and conditioning coaches (SCCs) are undocumented. This study used a standard online survey to collect and characterize the strength and conditioning practices of Brazilian soccer SCCs. Forty-nine SCCs (age: 40.4 ± 7.5 years; professional experience: 15.3 ± 7.5 years) working in Brazilian professional soccer teams participated in this study. The survey consisted of eight sections: 1) background information; 2) muscular strength-power development; 3) speed training; 4) plyometrics; 5) flexibility training; 6) physical testing; 7) technology use; and 8) programing. Results indicated that training and testing practices of Brazilian SCCs are strongly affected by the congested fixture schedules, extensive traveling distances, and socio-economic disparities between different regions of the country. We describe all these different strategies and methods in detail, providing a comprehensive view and a critical examination of Brazilian soccer strength and conditioning practices. Brazilian SCCs and professional soccer organizations can use the findings from this study to develop training strategies and customize education programs. Practitioners from other countries can use this information to design training programs closely tailored to the background of Brazilian athletes, which may support their adaptation to different competitive scenarios and game demands, such as those found in the most important soccer leagues worldwide.";18;1;Physical Attributes;2024-10-28T20:40:52.977318Z;https://doi.org/10.5114/biolsport.2022.108703;https://openalex.org/W3203966018;Plyometrics, Soccer Performance, Coaching Effectiveness, Training Load, Elite;108.18;Sports Science and Performance Analysis;Practices of strength and conditioning coaches in Brazilian elite soccer;2024-10-28T20:40:52.977341Z
"ENWEndNote BIBJabRef, Mendeley RISPapers, Reference Manager, RefWorks, Zotero AMA Arslan E, Orer GE, Clemente FM. Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players. Biology of Sport. 2020;37(2):165-173. doi:10.5114/biolsport.2020.94237. APA Arslan, E., Orer, G. E., & Clemente, F. M. (2020). Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players. Biology of Sport, 37(2), 165-173. https://doi.org/10.5114/biolsport.2020.94237 Chicago Arslan, Ersan, Gamze E Orer, and Filipe M Clemente. 2020. ""Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players"". Biology of Sport 37 (2): 165-173. doi:10.5114/biolsport.2020.94237. Harvard Arslan, E., Orer, G., and Clemente, F. (2020). Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players. Biology of Sport, 37(2), pp.165-173. https://doi.org/10.5114/biolsport.2020.94237 MLA Arslan, Ersan et al. ""Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players."" Biology of Sport, vol. 37, no. 2, 2020, pp. 165-173. doi:10.5114/biolsport.2020.94237. Vancouver Arslan E, Orer G, Clemente F. Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players. Biology of Sport. 2020;37(2):165-173. doi:10.5114/biolsport.2020.94237.";19;1;Physical Attributes;2024-10-28T20:42:14.116093Z;https://doi.org/10.5114/biolsport.2020.94237;https://openalex.org/W3018225878;Interval training, High-Intensity Interval Training, Training Load, Soccer Performance, Physical Conditioning, Athletic Training;80.958;Sports Science and Performance Analysis;Running-based high-intensity interval training vs. small-sided game training programs: effects on the physical performance, psychophysiological responses and technical skills in young soccer players;2024-10-28T20:42:14.116110Z
Talent identification (TID) and development (TDE) are large fields in professional soccer and in science. However, TID and TDE processes in youth academies have not been assessed in detail. As such, our aim was to survey professional clubs from around the world about their youth academy TID and TDE processes, with 29 clubs responding to the survey. TID and TDE processes changed as a function of player age. TID processes involved finding the best players locally and regionally, but for older players the search widened to nationally and internationally for the needs of the first team. Clubs used a multidisciplinary approach to TID, but more so with older players. Median number of academy players was 80, 100, and 66 players at 8-11 years, 12-16 years, and 17-21 years, respectively. Annual player turnover in the most recent season (selections/de-selections) was 29% across all age groups, with competition from other clubs cited as a limitation to TID. TDE processes involved weekly matches and 3-5 training sessions per week led by experienced, well-qualified coaches, with most clubs providing players with academic education, residency and transportation services. Our findings extend previous research assessing professional soccer youth academy TID and TDE processes by quantifying worldwide practices.;20;1;Scouting / Finance;2024-10-28T20:42:25.100432Z;https://doi.org/10.1080/02640414.2020.1752440;https://openalex.org/W3022645290;Identification (biology), Athlete Development, Youth Sport Specialization, Coaching Effectiveness, Training Load, Team sport;10.864;Development of Expert Performance in Sports Psychology;A survey of talent identification and development processes in the youth academies of professional soccer clubs from around the world;2024-10-28T20:42:25.100451Z
"Abstract In March 2020, the COVID-19 pandemic forced most activities in Italy, including soccer, to cease. During lockdown, players could only train at home, with limited evidence regarding the effect of this period. Therefore, this study aimed to investigate the effect of COVID-19 lockdown on professional soccer players’ physical performance. Aerobic fitness and vertical jump were assessed before and after four periods in two different seasons: COVID-19 lockdown, competitive period before lockdown, competitive period and summer break of the 2016–2017 season. Linear mixed models were used to examine within-period changes and between-period differences in changes observed during COVID-19 lockdown and the three other periods. Within-period changes in aerobic fitness showed a significant improvement following COVID-19 lockdown (p&lt;0.001) and a significant decline during summer break (p&lt;0.001). Between-period differences were significant in the comparison of COVID-19 lockdown with both the competitive 2019–2020 season (p&lt;0.01) and summer break (p&lt;0.001). For the vertical jump, only the between-period comparison revealed significant differences as the changes associated with COVID-19 lockdown were worse than those of the two competitive periods, for both absolute (p&lt;0.05; p&lt;0.001) and relative peak power (p&lt;0.01; p&lt;0.001). Home-based training during lockdown was effective to improve aerobic fitness, although it did not allow players to maintain their competitive period’s power levels.";21;1;Physical Attributes;2024-10-28T20:42:31.848091Z;https://doi.org/10.1055/a-1345-9262;https://openalex.org/W3131867086;Aerobic exercise, Athlete Monitoring, 2019-20 coronavirus outbreak;6.629;Sports Science and Performance Analysis;Impact of COVID-19 Lockdown on Serie A Soccer Players’ Physical Qualities;2024-10-28T20:42:31.848105Z
Creativity is one of the key parts of expert performance in sport and other domains. The aim of this study was to determine the underlying perceptual and cognitive processes that underpin creative expert performance in the sport of soccer. Forty skilled adult soccer players participated. In the experimental task, they interacted with representative video-based 11 vs. 11 attacking situations whilst in possession of a ball. Clips were occluded at a key moment and participants were required to play the ball in response to each presented scenario as they would in a real-game situation. Moreover, they were required to name other additional actions they could execute for each situation. Their solutions on the task were measured using the three observation criteria for creativity of originality, flexibility, and fluency of decisions. Using these criteria, players were categorized into either high- or low-creative groups. Visual search and cognitive thought processes were recorded during the task using a portable eye-movement registration system and retrospective verbal reports. The creativity-based between-group differences in decision making were underpinned by differences in visual search strategy. Compared to the low-creative group, the high-creative players made more fixations of shorter duration in a different sequential order and to more task-relevant locations of the display, indicating a broader attentional focus. They also generated a greater number of verbal reports of thoughts related to the assessment of the current task situation and planning of future decisions when compared with the low-creative players. Our findings highlight the perceptual-cognitive processes that underlie creative expert performance in a sport-specific domain.;22;1;Psychology;2024-10-28T20:42:38.158766Z;https://doi.org/10.1007/s00426-020-01320-5;https://openalex.org/W3012834065;Sport Psychology, Soccer Performance, Coaching Effectiveness, Expert Performance, Performance Analysis, Cognitive flexibility;6.196;Development of Expert Performance in Sports Psychology;Perceptual-cognitive processes underlying creative expert performance in soccer;2024-10-28T20:42:38.158806Z
Background: Agility in general and change-of-direction speed (CoD) in particular represent important performance determinants in elite soccer. Objectives: The objectives of this study were to determine the effects of a 6-week neuromuscular training program on agility performance, and to determine differences in movement times between the slower and faster turning directions in elite soccer players. Materials and Methods: Twenty male elite soccer players from the Stade Rennais Football Club (Ligue 1, France) participated in this study. The players were randomly assigned to a neuromuscular training group (NTG, n=10) or an active control (CG, n=10) according to their playing position. NTG participated in a 6-week, twice per week neuromuscular training program that included CoD, plyometric and dynamic stability exercises. Neuromuscular training replaced the regular warm-up program. Each training session lasted 30 minutes. CG continued their regular training program. Training volume was similar between groups. Before and after the intervention, the two groups performed a reactive agility test that included 180° left and right body rotations followed by a 5-m linear sprint. The weak side was defined as the left/right turning direction that produced slower overall movement times (MT). Reaction time (RT) was assessed and defined as the time from the first appearance of a visual stimulus until the athlete's first movement. Results: No significant between-group baseline differences were observed for RT or MT. Significant group x time interactions were found for MT (p=0.012, effect size = 0.332, small) for the slower and faster directions (p=0.011, effect size = 0.627, moderate). Significant pre-to post improvements in MT were observed for NTG but not CG (p=0.011, effect size = 0.877, moderate). For NTG, post-hoc analyses revealed significant MT improvements for the slower (p=0.012, effect size = 0.897, moderate) and faster directions (p=0.017, effect size = 0.968, moderate). Conclusions: Our results illustrate that 6 weeks of neuromuscular training with 2 sessions per week included in the warm-up program, significantly enhanced agility performance in elite soccer players. Moreover, improvements were found on both sides during body rotations. Thus, practitioners are advised to focus their training programs on both turning directions.;23;1;Physical Attributes;2024-10-28T20:42:45.231892Z;https://doi.org/10.3389/fphys.2019.00947;https://openalex.org/W2960284616;Sprint, Training Load, Plyometrics, Exercise Capacity, Soccer Performance, High-Intensity Interval Training, Muscle Adaptations;6.956;Sports Science and Performance Analysis;Effects of Neuromuscular Training on Agility Performance in Elite Soccer Players;2024-10-28T20:42:45.231909Z
Abstract The purpose of the study was to examine how various playing positions affected the number of (and percentage breakdowns for) physical and technical activities of soccer players in the Germany’s Bundesliga. A further objective was to identify and present features distinguishing between the activities of players within the Defender, Midfielder and Forward formations. The study sample comprised 4426 individual match observations of 473 soccer players competing in the Bundesliga during the 2016/2017 domestic season. Data from the Impire AG motion analysis system, and the so-called ”heat maps” it supplies, revealed areas in which players spent most time during a match, with 22 different playing positions on the pitch identified in consequence. Players in the formation comprising Defenders did not differ significantly in relation to the number of accelerations, the number of shots or the percentage of duels won. Furthermore, there were no significant differences among Midfielders in regard to total distance covered, mean running speed, the number of accelerations, the number of duels and the percentage of duels won. Likewise, Forwards did not differ in distances covered at ≥24 km/h, average running speed, the number of sprints, the number of shots, the proportion of on-target passes, the number of duels, or the percentage share of duels won. Irrespective of the formation or position on the pitch, today’s game of soccer also pays great importance to the number of accelerations, as well as the number of duels engaged in, and their effectiveness.;24;1;Innovative Technologies;2024-10-28T20:42:56.285304Z;https://doi.org/10.2478/hukin-2018-0067;https://openalex.org/W2928623340;Soccer Performance, Performance Analysis, Athlete Monitoring;10.925;Sports Science and Performance Analysis;A New Approach to the Analysis of Pitch-Positions in Professional Soccer;2024-10-28T20:42:56.285329Z
"Abstract Castillo, D, Raya-González, J, Weston, M, and Yanci, J. Distribution of external load during acquisition training sessions and match play of a professional soccer team. J Strength Cond Res 35(12): 3453–3458, 2021—The aim of this study was to use global position systems to analyze the external loads of the 3 different acquisition training sessions (ATS) with competitive matches in professional soccer players over a 6-week period. Sixteen professional soccer players participated in the study, which analyzed the distribution of external load during the training microcycle of a professional soccer team. The 3 types of ATS undertaken by the players were as follows: ATS1 (strength), ATS2 (endurance), and ATS3 (speed). The total distance covered, the distance covered at above 14 km·h −1 , the distance covered &gt;21 km·h −1 , the number of high accelerations (&gt;3 m·s −2 ), and player load were recorded. The results showed that external loads were consistently higher during matches when compared with all training sessions (range of effect sizes: 1.06–3.38). Between training session comparisons revealed higher external loads during ATS1 and ATS2, when compared with ATS3 (range of effect sizes: 0.60–2.41). The only external load variable that differed between ATS1 and ATS2 was the distance covered &gt;21 km·h −1 , which was higher for ATS1. Our findings suggest that technical staff should consider the physical demands of weekly periodization to understand the training process regarding optimizing player physical performance.";25;1;Innovative Technologies;2024-10-28T20:43:11.601087Z;https://doi.org/10.1519/jsc.0000000000003363;https://openalex.org/W2970542220;Training Load, Athletic Training, Periodization, Sport Psychology, Athlete Development, Coaching Effectiveness;15.191;Sports Science and Performance Analysis;Distribution of External Load During Acquisition Training Sessions and Match Play of a Professional Soccer Team;2024-10-28T20:43:11.601115Z
"Objectives The risk of viral transmission associated with contact sports such as football (soccer) during the COVID-19 pandemic is unknown. The aim of this study was to describe the infective and immune status of professional football players, team staff and league officials over a truncated football season resumed at the height of the COVID-19 pandemic in a country with high infection rates and to investigate the clinical symptoms related to COVID-19 infection in professional football players. Methods Prospective cohort study of 1337 football players, staff and officials during a truncated football season (9 weeks) with a tailored infection control programme based on preventive measures and regular SARS-CoV-2 PCR swab testing (every 3–5 days) combined with serology testing for immunity (every 4 weeks). Clinical symptoms in positive participants were recorded using a 26-item, Likert-Scale-based scoring system. Results During the study period, 85 subjects returned positive (cycle threshold (cT) ≤30) or reactive (30&lt;cT&lt;40) PCR tests, of which 36 were players. The infection rate was consistent with that of the general population during the same time period. More than half of infected subjects were asymptomatic, and the remaining had only mild symptoms with no one requiring hospitalisation. Symptom severity was associated with lower cT values. Social contacts and family were the most common sources of infection, and no infection could be traced to training or matches. Of the 36 infected players, 15 presented positive serology during the study period. Conclusion Football played outdoors involving close contact between athletes represents a limited risk for SARS-CoV-2 infection and severe illness when preventive measures are in place.";26;1;Other;2024-10-28T20:43:18.627213Z;https://doi.org/10.1136/bjsports-2020-103724;https://openalex.org/W3131824226;Pandemic, Football players, Football (Soccer), Herd immunity;6.896;Diagnosis and Management of Arrhythmogenic Right Ventricular Cardiomyopathy;Resuming professional football (soccer) during the COVID-19 pandemic in a country with high infection rates: a prospective cohort study;2024-10-28T20:43:18.627226Z
An increasing number of female soccer players are playing at the elite level. It is important to encourage these players to remain mindful of the benefits of carrying out a dual career (e.g., higher education and elite sport path). The current study provides an investigation of players’ dual career plans and the demands they encounter. The guiding framework used within the research was the Push–Pull theoretical framework. Semistructured interviews were conducted with 11 participants, encapsulating a variety of players at differing stages of their academic/vocational development. The data were analyzed using thematic analysis. All but 1 player in compulsory and secondary education were found to have a desire to carry out higher education, with 3 of these players planning to attend university in America. The main reason given by players for planning to continue education was to “have something to fall back on.” Dual career difficulty was found to increase as players’ level of education increased (i.e., from school to university and from university to vocation). Suitable support systems (e.g., university support, family support) were found to play an integral role in the dual career demands faced by participants, with players receiving varying levels of support from their educational institutions and soccer clubs. This article advances previous work on the dual careers of athletes, focusing specifically on English women’s soccer during a period of key change within the governing body.Lay summary: We explored the decisions of and demands faced by female soccer players as they strive to combine work/education with their sporting commitments during a time of a change within The Football Association. Female soccer players were found to experience differing levels of support from their educational provider and soccer clubs.;27;1;Other;2024-10-28T20:43:37.324140Z;https://doi.org/10.1080/10413200.2020.1716871;https://openalex.org/W2999846617;Elite, Thematic analysis, Sport for Development;18.578;Gender Dynamics in Sports and Fan Culture;Elite female soccer players’ dual career plans and the demands they encounter;2024-10-28T20:43:37.324168Z
"Performance analysis in soccer has attained greater importance for coaching staff in order to gather and manage useful information (i.e., physical, technical, and tactical) of their teams during consecutive seasons. Accordingly, we examined the evolution of physical and technical performance parameters in the Chinese Soccer Super League (CSL). Data were collected from 1,429 CSL matches from the 2012 season to the 2017 season using the Amisco Pro (Amisco, Nice, France) system. Fourteen technical performance-related indicators and 11 physical performance-related indicators were analysed using a mixed linear model for repeated measures. Significant main effects of season were followed up using the Bonferroni correction (multiple comparisons). Although there were some irregularities, performance variables generally showed significant upward trends across the six seasons (p<0.05), resulting in significant increases from the 2012 season to the 2017 season in the total sprint distance (2,069.7±509.3 m vs. 2,272±493.6 m; p<0.001; effect size [ES]: 0.40), number of sprints (100.1±22.8 vs. 104.8±20.8, p<0.001; ES: 0.22), high-speed distance (2568.4±503.5 m vs. 2823.1±479.2 m; (p<0.001; ES: 0.52), and high-speed effort (187.5±36.1 to 204.7±33.7; p<0.001; ES: 0.49). Furthermore, there were ~23% more crosses (p<0.001; ES: 0.45), ~12% more shots on target (p<0.001; ES: 0.22), and ~11% more opponent penalty area entries (p<0.001; ES: 0.20) during the 2017 season than in the 2012 season. Coaches and sports scientists should be mindful of this evolution when preparing training sessions and recruiting new players, and even when predicting future trends in the Chinese Soccer Super League.";28;1;Tactics analysis;2024-10-28T20:45:37.036680Z;https://doi.org/10.5114/biolsport.2020.93039;https://openalex.org/W3007236098;Athlete Monitoring, Performance Analysis, Soccer Performance;119.519;Sports Science and Performance Analysis;The evolution of physical and technical performance parameters in the Chinese Soccer Super League;2024-10-28T20:45:37.036764Z
Tracking objects in soccer videos is extremely important to gather both player and team statistics, whether it is to estimate the total distance run, the ball possession or the team formation. Video processing can help automating the extraction of those information, without the need of any invasive sensor, hence applicable to any team on any stadium. Yet, the availability of datasets to train learnable models and benchmarks to evaluate methods on a common testbed is very limited. In this work, we propose a novel dataset for multiple object tracking composed of 200 sequences of 30s each, representative of challenging soccer scenarios, and a complete 45-minutes half-time for long-term tracking. The dataset is fully annotated with bounding boxes and tracklet IDs, enabling the training of MOT baselines in the soccer domain and a full benchmarking of those methods on our segregated challenge sets. Our analysis shows that multiple player, referee and ball tracking in soccer videos is far from being solved, with several improvement required in case of fast motion or in scenarios of severe occlusion.;29;1;Innovative Technologies;2024-10-28T20:45:47.409235Z;https://doi.org/10.1109/cvprw56347.2022.00393;https://openalex.org/W4292828369;Multiple Object Tracking, Object Tracking, Benchmarking, Visual Tracking, Real-time Tracking, Soccer Video, Testbed, Benchmark (surveying);10.225;Visual Object Tracking and Person Re-identification;SoccerNet-Tracking: Multiple Object Tracking Dataset and Benchmark in Soccer Videos;2024-10-28T20:45:47.409244Z
Decision-making is a critical aspect of soccer referees’ performance. Yet current training methods that simulate the refereeing task are limited. Skilled soccer referees ( N = 22, M age = 27.14 years, SD = 6.40) were tested on a new decision-making simulator during the active part of the season. They ran on a treadmill for 60 min at varying paces while watching two video sections depicting real matches, in context and in mixed order, and called their match decisions out loud. They completed pre- and post-test assessments of their feelings and perceived exertion, and a post-test assessment of their performance. The referees reported positive feelings prior to and following the test, and rated their performance favourably. They felt the simulator was moderately representative of a real match, and their perceived exertion increased progressively during the test. Decision accuracy levels were higher for simple decisions, such as out of play (73.81%), than for careless fouls (62.86%) or yellow/red cards (25.97%). Decision accuracy levels for yellow/red cards decisions were significantly higher in the in-context section (28.91%) than in the mixed section (20.83%). Decision accuracy levels peaked in the third quarter and decreased during the final quarter. Self-control during the test correlated moderately with overall accuracy. Careless foul decision accuracy was on par with previous studies, supporting the simulator’s validity. The findings support the use of the simulator as a potentially innovative method for training referees in sequential decision-making.;30;1;Other;2024-10-28T20:45:59.944981Z;https://doi.org/10.1177/1747954119858696;https://openalex.org/W2965223370;Soccer Performance, Sport Psychology, Coaching Effectiveness, Referee Bias, Training Load, Treadmill;12.382;Development of Expert Performance in Sports Psychology;A decision-making simulator for soccer referees;2024-10-28T20:45:59.944999Z
