abstract;annotation_id;annotator;category;created_at;doi;id;keywords;lead_time;primary_topic;title;updated_at
The COVID-19 pandemic has, among other things, a significant impact on the economic situation of sports in general and professional soccer in particular. Our paper points out the main effects of the crisis on professional soccer. To this end, the general effects of the pandemic on sports will be briefly outlined, followed by a discussion of matches played behind closed doors. Based on the general conditions and particularities of the team sports industry, possible solutions for dealing with any problems arising from the pandemic will be discussed from the perspective of economics. As a result, we prefer intra-industry market-based solutions such as a solidarity fund or measures of self-regulation to possible state subsidies.;68;1;Scouting / Finance;2024-10-28T19:34:37.628854Z;https://doi.org/10.1080/14660970.2020.1802256;https://openalex.org/W3047118747;Pandemic, Economic Impacts, 2019-20 coronavirus outbreak;18.732;Economics of Professional Sports and Prediction Markets;Exploring the sports economic impact of COVID-19 on professional soccer;2024-10-28T19:34:37.628875Z
"Chronic traumatic encephalopathy (CTE) is reported at high prevalence in selected autopsy case series of former contact sports athletes. Nevertheless, the contribution of CTE pathology to clinical presentation and its interaction with co-morbid neurodegenerative pathologies remain unclear. To address these issues, we performed comprehensive neuropathology assessments on the brains of former athletes with dementia and considered these findings together with detailed clinical histories to derive an integrated clinicopathological diagnosis for each case. Consecutive, autopsy-acquired brains from former soccer and rugby players with dementia were assessed for neurodegenerative pathologies using established and preliminary consensus protocols. Thereafter, next of kin interviews were conducted to obtain detailed accounts of the patient’s clinical presentation and course of disease to inform a final, integrated clinicopathological diagnosis. Neuropathologic change consistent with CTE (CTE-NC) was confirmed in five of seven former soccer and three of four former rugby players’ brains, invariably in combination with mixed, often multiple neurodegenerative pathologies. However, in just three cases was the integrated dementia diagnosis consistent with CTE, the remainder having alternate diagnoses, with the most frequent integrated diagnosis Alzheimer’s disease (AD) (four cases; one as mixed AD and vascular dementia). This consecutive autopsy series identifies neuropathologic change consistent with preliminary diagnostic criteria for CTE (CTE-NC) in a high proportion of former soccer and rugby players dying with dementia. However, in the majority, CTE-NC appears as a co-morbidity rather than the primary, dementia causing pathology. As such, we suggest that while CTE-NC might be common in former athletes with dementia, in many cases its clinical significance remains uncertain.";69;1;Medical / Injuries;2024-10-28T19:35:23.276971Z;https://doi.org/10.1007/s00401-019-02030-y;https://openalex.org/W2947253577;Chronic traumatic encephalopathy, Neuropathology, Encephalopathy, Vascular dementia;45.498;Epidemiology and Impact of Traumatic Brain Injury;Chronic traumatic encephalopathy is a common co-morbidity, but less frequent primary dementia in former soccer and rugby players;2024-10-28T19:35:23.276996Z
"Background A few small studies have reported on the mechanisms of ACL injury in professional male football. Aim To describe the mechanisms, situational patterns and biomechanics (kinematics) of ACL injuries in professional male football matches. Methods We identified 148 consecutive ACL injuries across 10 seasons of professional Italian football. 134 (90%) injury videos were analysed for mechanism and situational pattern, while biomechanical analysis was possible in 107 cases. Three independent reviewers evaluated each video. ACL injury epidemiology (month), timing within the match and pitch location at the time of injury were also reported. Results 59 (44%) injuries were non-contact, 59 (44%) were indirect contact and 16 (12%) were direct contact. Players were frequently perturbed immediately prior to injury. We identified four main situational patterns for players who suffered a non-contact or an indirect contact injury: (1) pressing and tackling (n=55); (2) tackled (n=24); (3) regaining balance after kicking (n=19); and (4) landing from a jump (n=8). Knee valgus loading (n=83, 81%) was the dominant injury pattern across all four of these situational patterns (86%, 86%, 67% and 50%, respectively). 62% of the injuries occurred in the first half of the matches (p&lt;0.01). Injuries peaked at the beginning of the season (September–October) and were also higher at the end of the season (March–May). Conclusions 88% of ACL injuries occurred without direct knee contact, but indirect contact injuries were as frequent as non-contact injuries, underlying the importance of mechanical perturbation. The most common situational patterns were pressing, being tackled and kicking.";70;1;Medical / Injuries;2024-10-28T19:35:33.955210Z;https://doi.org/10.1136/bjsports-2019-101247;https://openalex.org/W3036317957;ACL injury, Biomechanical Analysis, Biomechanics, Situational ethics, Injury Risk, Knee Biomechanics, Body contact;10.566;Anterior Cruciate Ligament Injuries in Athletes;Systematic video analysis of ACL injuries in professional male football (soccer): injury mechanisms, situational patterns and biomechanics study on 134 consecutive cases;2024-10-28T19:35:33.955230Z
Understanding broadcast videos is a challenging task in computer vision, as it requires generic reasoning capabilities to appreciate the content offered by the video editing. In this work, we propose SoccerNet-v2, a novel large-scale corpus of manual annotations for the SoccerNet [24] video dataset, along with open challenges to encourage more research in soccer understanding and broadcast production. Specifically, we release around 300k annotations within SoccerNet’s 500 untrimmed broadcast soccer videos. We extend current tasks in the realm of soccer to include action spotting, camera shot segmentation with boundary detection, and we define a novel replay grounding task. For each task, we provide and discuss benchmark results, reproducible with our open-source adapted implementations of the most relevant works in the field. SoccerNet-v2 is presented to the broader research community to help push computer vision closer to automatic solutions for more general video understanding and production purposes.;71;1;Innovative Technologies;2024-10-28T19:35:42.725540Z;https://doi.org/10.1109/cvprw53098.2021.00508;https://openalex.org/W3186413649;Soccer Video, Video Summarization, Benchmark (surveying), Implementation, Task analysis;8.661;Automatic Video Summarization and Analysis;SoccerNet-v2: A Dataset and Benchmarks for Holistic Understanding of Broadcast Soccer Videos;2024-10-28T19:35:42.725560Z
Hamstring strain injury (HSI) is one of the most prevalent and severe injury in professional soccer. The purpose was to analyze and compare the predictive ability of a range of machine learning techniques to select the best performing injury risk factor model to identify professional soccer players at high risk of HSIs. A total of 96 male professional soccer players underwent a pre-season screening evaluation that included a large number of individual, psychological and neuromuscular measurements. Injury surveillance was prospectively employed to capture all the HSI occurring in the 2013/2014 season. There were 18 HSIs. Injury distribution was 55.6% dominant leg and 44.4% non-dominant leg. The model generated by the SmooteBoostM1 technique with a cost-sensitive ADTree as the base classifier reported the best evaluation criteria (area under the receiver operating characteristic curve score=0.837, true positive rate=77.8%, true negative rate=83.8%) and hence was considered the best for predicting HSI. The prediction model showed moderate to high accuracy for identifying professional soccer players at risk of HSI during pre-season screenings. Therefore, the model developed might help coaches, physical trainers and medical practitioners in the decision-making process for injury prevention.;72;1;Medical / Injuries;2024-10-28T19:42:57.831885Z;https://doi.org/10.1055/a-0826-1955;https://openalex.org/W2916852780;Sports Injury, Hamstring Strain;434.998;Epidemiology of Sports-Related Musculoskeletal Injuries;A Preventive Model for Hamstring Injuries in Professional Soccer: Learning Algorithms;2024-10-28T19:42:57.831905Z
Modern soccer increasingly places trust in visual analysis and statistics rather than only relying on the human experience. However, soccer is an extraordinarily complex game that no widely accepted quantitative analysis methods exist. The statistics collection and visualization are time consuming which result in numerous adjustments. To tackle this issue, we developed GreenSea, a visual-based assessment system designed for soccer game analysis, tactics, and training. The system uses a broad learning system (BLS) to train the model in order to avoid the time-consuming issue that traditional deep learning may suffer. Users are able to apply multiple views of a soccer game, and visual summarization of essential statistics using advanced visualization and animation that are available. A marking system trained by BLS is designed to perform quantitative analysis. A novel recurrent discriminative BLS (RDBLS) is proposed to carry out long-term tracking. In our RDBLS, the structure is adjusted to have better performance on the binary classification problem of the discriminative model. Several experiments are carried out to verify that our proposed RDBLS model can outperform the standard BLS and other methods. Two studies were conducted to verify the effectiveness of our GreenSea. The first study was on how GreenSea assists a youth training coach to assess each trainee's performance for selecting most potential players. The second study was on how GreenSea was used to help the U20 Shanghai soccer team coaching staff analyze games and make tactics during the 13th National Games. Our studies have shown the usability of GreenSea and the values of our system to both amateur and expert users.;73;1;Innovative Technologies;2024-10-28T19:43:06.539773Z;https://doi.org/10.1109/tcyb.2020.2988792;https://openalex.org/W3027374032;Discriminative model, Texture Analysis, Deep Learning, Autofocusing;8.597;Fabric Defect Detection in Industrial Applications;GreenSea: Visual Soccer Analysis Using Broad Learning System;2024-10-28T19:43:06.539794Z
Spectators frequently harass female soccer players, and women's soccer is frequently compared negatively to men's soccer by writers who make the comparison without the backing of any data and without taking into account anthropometric and physiological differences between the sexes. This affects female soccer players' self-confidence negatively and contributes to an undeservedly negative image of women's soccer. In the present paper, we argue that most differences between men's and women's soccer can be explained by women having to adapt to rules and regulations that are suited for men and their physical attributes. Thus, games are much more demanding for women. Furthermore, we argue that if men had to play with a degree of adaptation similar to that which women do today, they would have to alter their style of play radically. As support for our argument, we scale game demands for male and female soccer players according to anthropometric and physiological differences in order to highlight the differences, and use these to predict what would be the most appropriate adaptations. Finally, we show that our predictions are largely supported by the scarce pool of comparable data across the sexes.;74;1;Other;2024-10-28T19:43:49.206926Z;https://doi.org/10.3389/fpsyg.2019.00762;https://openalex.org/W2936862293;Soccer Performance, Sport Psychology, Argument (complex analysis);42.52;Sports Science and Performance Analysis;Scaling Demands of Soccer According to Anthropometric and Physiological Sex Differences: A Fairer Comparison of Men’s and Women’s Soccer;2024-10-28T19:43:49.206951Z
"Background: Female soccer players are particularly susceptible to anterior cruciate ligament (ACL) injuries, accounting for 16% to 43% of the injury burden during the season. Despite the advancements in injury prevention programs, the rate of ACL injuries continues to rise. Purpose: To provide a comprehensive description of the mechanisms, situational pattern, and biomechanics of ACL injuries in women’s soccer. Study Design: Case series; Level of evidence, 4. Methods: We identified 57 consecutive ACL injuries that occurred in matches of 6 top female leagues across 3 seasons (2017-2020). A total of 35 (61%) injury videos were analyzed for the mechanism and situational pattern, while biomechanical analysis was possible in 29 cases. Three independent reviewers evaluated each video. The distribution of ACL injuries according to month, timing within the match, and field location at the time of injury was also reported. Results: In the 35 injury videos, there were 19 (54%) noncontact injuries, 12 (34%) indirect contact injuries, and 4 (11%) direct contact injuries. We identified 3 main situations in players who suffered a noncontact/indirect contact injury: (1) pressing and tackling (n = 18), (2) regaining balance after kicking (n = 7), and (3) being tackled (n = 4). Biomechanical analysis indicated multiplanar mechanisms with frequent knee valgus loading (88%). Additionally, 64% of injuries occurred in the first half of matches and most frequently within the first 30 minutes. Conclusion: Female athletes showed remarkable similarities with elite male players in terms of the ACL mechanism and situational pattern of injury, and 88% of injuries involved no direct contact to the knee, with noncontact injuries being highly prevalent. Injuries occurred during 3 main situations, with accompanying alterations in multiplanar biomechanics. Interventions aimed at reducing ACL injuries in women’s soccer should consider high-intensity defensive play at the beginning of a match. Instruction in the 3 main situations should be applied alongside appropriate neuromuscular training interventions.";75;1;Medical / Injuries;2024-10-28T19:44:13.815730Z;https://doi.org/10.1177/03635465211008169;https://openalex.org/W3161028274;ACL injury, Knee Biomechanics, Anterior Cruciate Ligament, Injury Risk, Biomechanical Analysis, Athlete Monitoring;24.498;Anterior Cruciate Ligament Injuries in Athletes;Systematic Video Analysis of Anterior Cruciate Ligament Injuries in Professional Female Soccer Players;2024-10-28T19:44:13.815751Z
No abstract available;76;1;Innovative Technologies;2024-10-28T19:44:28.573140Z;https://doi.org/10.1007/s10618-020-00705-9;https://openalex.org/W3043874967;Soccer Performance, Performance Analysis;14.644;Economics of Professional Sports and Prediction Markets;Deep soccer analytics: learning an action-value function for evaluating soccer players;2024-10-28T19:44:28.573163Z
"No studies have assessed whether changes in physical performance and inter-limb asymmetries (ILA) can be achieved with the FIFA 11+ prevention programme in adolescent female soccer players. The aim of this study was to assess the effect of the FIFA 11+ programme compared with a standard warm-up on physical performance and ILA in adolescent female soccer players. Thirty-six adolescent female soccer players were randomly assigned to an experimental (EG; n = 19) or a control group (CG; n = 17). Unilateral/bilateral countermovement jump (CMJ), drop jump (DJ) and horizontal jump tests, two different change of direction tests, an ankle dorsiflexion test, the Y-Balance test (YBT) and inter-limb asymmetries were measured before and after 10 weeks of training. The results revealed no significant group-by-time interactions in the vast majority of variables (p>0.05). Paired t-test revealed significant improvements of the right [effect size (ES):0.56] and left (ES:0.49) CMJ, right (ES:0.74) and left (ES:0.54) DJ (ES:0.74), right (ES:1.27) and left (ES:1.26) posteromedial direction and right (ES:0.89) and left (ES:0.84) posterolateral direction in the YBT in the EG (p < 0.05). Right anterior direction in the YBT and V-cut test were significantly improved in both groups (p<0.05). For inter-limb asymmetry variables, no significant group-by-time interactions (ES:0 to 0.93) and an improvement between pre- and post-tests (ES:-0.76 to 0.49) were observed. Therefore, the FIFA 11+ programme led to improved unilateral jumping, dynamic balance and reduced lower extremity symmetries of several tests in adolescent female soccer players.";77;1;Physical Attributes;2024-10-28T19:45:42.626496Z;https://doi.org/10.5114/biolsport.2019.85453;https://openalex.org/W2951715674;Soccer Performance, Athlete Monitoring, Youth Athletes, Match play;73.942;Epidemiology of Sports-Related Musculoskeletal Injuries;Adolescent female soccer players’ soccer-specific warm-up effects on performance and inter-limb asymmetries;2024-10-28T19:45:42.626517Z
Context : Infrared thermography has been used to detect skeletal muscle overload and fatigue in athletes, but its use in injury prevention in professional soccer has not been studied to date. Objectives : To establish a novel injury prevention program based on infrared thermography and to determine its influence on the injury incidence in professional soccer players in the preseason. Design : A cross-sectional, prospective study design was used to compare a conventional injury prevention program (CPP) applied over the first preseason and an infrared thermography injury prevention program (IRTPP) carried out in the following preseason. Setting : Soccer training ground. Participants : Twenty-four players belonging to a first division soccer team from Spain. Main Outcome Measures : Injury incidences of each player were recorded according to the Orchard Sports Injury Classification System (version 10.0) convention to determine the injury classification, location, and type. Results : The incidence of injuries decreased from 15 injuries in the CPP preseason (0.63 [0.77] injuries per player) to 6 injuries in the second preseason when the IRTPP was applied (0.25 [0.53] injuries per player). The days of absence due to injuries also decreased from the CPP preseason (156 d, 10.4 [11.0] d per injury) to the IRTPP preseason (14 d, 2.3 [2.8] d per injury). The injury severity also decreased from the first preseason to the second preseason, and fewer musculoskeletal injuries in the thigh, hip, and groin were reported. Conclusions : The implementation of an IRTPP can reduce the presence of injuries by identifying players potentially at risk and as a result, reducing the injury severity and days lost as a consequence.;78;1;Medical / Injuries;2024-10-28T19:46:00.628990Z;https://doi.org/10.1123/jsr.2019-0056;https://openalex.org/W3010893006;Thermography, Infrared Thermography, Injury Prevention, Sports Injury;17.89;Medical Applications of Infrared Thermography;Infrared Thermography Protocol on Reducing the Incidence of Soccer Injuries;2024-10-28T19:46:00.629010Z
