id,label,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Documents>,weight<Citations>,weight<Norm. citations>,score<Avg. pub. year>,score<Avg. citations>,score<Avg. norm. citations>
1427,del p. wong,-0.6128,0.1008,18,5,5,2,145,11.9936,2017,72.5,5.9968
1445,desmon̄d ryan,-0.6648,0.4094,22,5,7,2,68,5.6246,2017,34,2.8123
1464,dieter deprez,-0.4486,-0.2204,1,9,13,3,148,12.2417,2017,49.3333,4.0806
1500,donna o’connor,-1.0194,-0.314,10,2,5,3,256,21.1749,2017,85.3333,7.0583
1508,douglas j. totten,1.3648,0.1439,21,7,13,2,40,3.3086,2017,20,1.6543
1518,dustin r. grooms,1.4414,-0.1548,12,3,3,3,45,3.7222,2017,15,1.2407
1519,dustin w. currie,1.3778,-0.0532,12,7,10,3,39,3.2259,2017,13,1.0753
1552,eduardo macedo penna,0.0959,0.6271,13,9,9,2,50,4.1357,2017,25,2.0679
1553,eduardo mendonça pimenta,0.0627,0.9345,13,7,14,3,46,3.8049,2017,15.3333,1.2683
1560,edwin a. goedhart,-0.0327,-0.7389,9,6,9,4,199,16.4602,2017,49.75,4.115
1624,emerson silami-garçia,0.0559,0.819,13,15,28,4,139,11.4973,2017,34.75,2.8743
1644,emma stevenson,-1.3258,-0.4328,10,7,14,5,135,11.1665,2017,27,2.2333
1660,enrico fuini puggina,-1.0029,-0.0345,2,6,10,3,130,10.7529,2017,43.3333,3.5843
1662,enrico perri,-0.0828,0.2354,17,4,6,2,14,1.158,2017,7,0.579
1669,enzo iuliano,0.707,0.5088,25,6,12,2,80,6.6172,2017,40,3.3086
1703,erik witvrouw,-0.5514,-0.4619,28,6,12,5,241,19.9342,2017,48.2,3.9868
1708,erin b. wasserman,1.3555,-0.0807,12,5,5,2,22,1.8197,2017,11,0.9099
1737,eugenio m pistone,0.679,0.5374,25,6,12,2,80,6.6172,2017,40,3.3086
1758,evert verhagen,0.4544,0.0326,8,3,4,5,79,6.5344,2017,15.8,1.3069
1768,f. marcello iaia,-0.0432,0.2677,17,7,9,3,61,5.0456,2017,20.3333,1.6819
1821,felipe arruda moura,-1.1362,-0.0438,2,2,5,3,40,3.3086,2017,13.3333,1.1029
1830,felipe stigger,-0.0737,0.6144,29,4,8,2,86,7.1134,2017,43,3.5567
1831,felippe cardoso,-0.8705,-0.1426,19,3,5,3,30,2.4814,2017,10,0.8271
1844,fernando manuel lourenço martins,-0.6752,-0.0671,6,4,6,2,22,1.8197,2017,11,0.9099
1846,fernando oliveira tavares,-0.8842,0.0298,2,5,9,2,10,0.8271,2017,5,0.4136
1860,filip staes,-0.0863,-0.5536,9,5,9,2,205,16.9565,2017,102.5,8.4782
1861,filipe casanova,-0.9232,0.017,2,8,13,3,46,3.8049,2017,15.3333,1.2683
1862,filipe manuel clemente,-0.6246,-0.0331,6,11,17,8,231,19.107,2017,28.875,2.3884
1891,francisco ayala,1.5803,-0.3475,20,5,7,2,127,10.5047,2017,63.5,5.2524
1898,francisco javier toscano bendala,0.7211,-0.5212,24,3,8,3,18,1.4889,2017,6,0.4963
1903,francisco núñez,0.6932,-0.5211,24,3,7,4,44,3.6394,2017,11,0.9099
1911,frank backx,-0.0505,-0.7007,9,3,5,2,19,1.5716,2017,9.5,0.7858
1930,frutuoso g. m. silva,-0.6593,-0.0859,6,4,6,2,22,1.8197,2017,11,0.9099
1939,fábio mahseredjian,0.0129,0.6715,13,8,14,2,93,7.6924,2017,46.5,3.8462
1941,fábio yuzo nakamura,-0.1469,0.5451,3,32,63,14,481,39.7857,2017,34.3571,2.8418
1943,g. alberti,-0.0485,0.2332,17,5,8,3,56,4.632,2017,18.6667,1.544
1964,gabriele mascherini,0.6129,-0.4231,24,4,12,6,71,5.8727,2017,11.8333,0.9788
1979,gary s. solomon,1.3346,0.1292,21,7,13,2,40,3.3086,2017,20,1.6543
2016,gerardo villa,-0.3124,0.56,3,5,8,2,65,5.3764,2017,32.5,2.6882
2037,gibson moreira praça,-0.8518,-0.2567,19,7,17,6,81,6.6999,2017,13.5,1.1166
2041,gino m. m. j. kerkhoffs,-0.0122,-0.784,9,3,5,2,107,8.8504,2017,53.5,4.4252
2043,giorgio galanti,0.5909,-0.4432,24,4,12,7,71,5.8727,2017,10.1429,0.839
2045,giovani dos santos cunha,-0.5481,-0.3085,1,3,3,2,25,2.0679,2017,12.5,1.0339
2046,giovanna aquino,0.6589,0.4896,25,11,17,3,91,7.527,2017,30.3333,2.509
2050,giovanni fiorilli,0.7089,0.5387,25,6,12,2,80,6.6172,2017,40,3.3086
2064,giuseppe calcagno,0.6962,0.5673,25,6,12,2,80,6.6172,2017,40,3.3086
2071,glyn howatson,-1.2273,-0.3895,10,8,18,6,283,23.4082,2017,47.1667,3.9014
2082,goran sporiš,-0.1852,0.1974,17,4,6,2,75,6.2036,2017,37.5,3.1018
2091,graeme l. close,0.3287,-0.6792,11,7,13,2,158,13.0689,2017,79,6.5344
2097,greg doncaster,0.2429,-0.8591,11,2,3,2,26,2.1506,2017,13,1.0753
2101,gregory d. myer,1.5486,-0.2631,20,9,17,6,261,21.5885,2017,43.5,3.5981
2120,guilherme passos ramos,0.0349,0.6999,13,8,14,2,93,7.6924,2017,46.5,3.8462
2137,gustavo gonçalves arliani,-0.2247,0.8063,14,7,8,2,52,4.3012,2017,26,2.1506
2145,gustavo ribeiro da mota,0.2807,0.5047,5,4,5,2,77,6.369,2017,38.5,3.1845
2153,guðberg k. jónsson,-0.9959,0.2601,2,4,5,2,60,4.9629,2017,30,2.4814
2189,hamdi chtourou,0.108,0.0909,4,9,9,3,74,6.1209,2017,24.6667,2.0403
2217,haruhito aoki,-0.0362,-0.7878,9,3,5,2,107,8.8504,2017,53.5,4.4252
2315,holly silvers-granelli,0.478,-0.2627,15,4,10,3,166,13.7306,2017,55.3333,4.5769
2362,hélmi chaabène,0.0959,0.3518,16,8,16,5,182,15.054,2017,36.4,3.0108
2370,ian muir,0.1994,-0.5161,7,4,8,2,45,3.7222,2017,22.5,1.8611
2371,ian rollo,-1.373,-0.4497,10,3,3,2,49,4.053,2017,24.5,2.0265
2414,ioannis g. fatouros,0.4478,0.382,5,6,6,2,63,5.211,2017,31.5,2.6055
2430,irineu loturco,-0.1948,0.6192,3,20,40,7,234,19.3552,2017,33.4286,2.765
2442,isabella dos santos alves,-0.9723,-0.0327,2,5,7,2,97,8.0233,2017,48.5,4.0117
2447,israel teoldo,-0.8179,-0.1786,19,13,15,6,136,11.2492,2017,22.6667,1.8749
2465,iñaki ruiz‐pérez,1.5577,-0.3256,20,5,7,2,127,10.5047,2017,63.5,5.2524
2476,j ade,0.2478,0.2939,4,4,7,2,19,1.5716,2017,9.5,0.7858
2489,j. nielsen,0.6121,0.1949,5,4,7,2,37,3.0604,2017,18.5,1.5302
2499,j.h. stubbe,0.4371,0.0384,8,1,1,2,49,4.053,2017,24.5,2.0265
2508,jack dent,-1.2409,-0.4304,10,4,10,3,203,16.791,2017,67.6667,5.597
2512,jaclyn b. caccese,1.6564,0.0198,23,6,25,6,152,12.5726,2017,25.3333,2.0954
2535,jaime sampaio,-0.6353,0.1664,18,7,10,4,244,20.1823,2017,61,5.0456
2536,jaime serra-olivares,-0.7439,-0.1217,6,8,8,3,61,5.0456,2017,20.3333,1.6819
2546,jamel halouani,0.0452,0.0348,4,4,4,2,65,5.3764,2017,32.5,2.6882
2560,james j. malone,-0.023,-0.3475,7,8,10,3,167,13.8133,2017,55.6667,4.6044
2571,james p. morton,0.2763,-0.7281,11,8,18,4,198,16.3775,2017,49.5,4.0944
2599,jan van haaren,-0.1975,-0.7676,26,3,8,3,70,5.79,2017,23.3333,1.93
2610,jann mortensen,0.6022,0.3088,5,5,9,2,28,2.316,2017,14,1.158
2629,jason moran,-0.2866,0.3677,3,8,8,2,67,5.5419,2017,33.5,2.7709
2630,jason p. mihalik,1.387,-0.0962,12,6,6,2,15,1.2407,2017,7.5,0.6204
2640,javier arana,-1.0181,0.2392,2,4,7,2,32,2.6469,2017,16,1.3234
2653,javier sánchez-sánchez,-0.2841,0.5116,3,7,15,4,115,9.5122,2017,28.75,2.378
2656,javier yanci,0.2171,-0.3168,7,6,17,8,152,12.5726,2017,19,1.5716
2724,jesse davis,-0.1918,-0.7193,26,11,19,6,135,11.1665,2017,22.5,1.8611
2735,jesús cámara,0.2637,-0.2882,7,4,11,4,54,4.4666,2017,13.5,1.1166
2780,joar harøy,0.4855,-0.0543,8,6,10,2,174,14.3923,2017,87,7.1962
2781,job fransen,-0.5045,-0.1367,1,8,17,5,201,16.6256,2017,40.2,3.3251
2816,john iga,0.2543,-0.8342,11,4,4,2,47,3.8876,2017,23.5,1.9438
2836,joke schuermans,-0.5778,-0.4902,28,4,10,3,240,19.8515,2017,80,6.6172
2839,jon l. oliver,1.5918,-0.2585,20,5,14,4,230,19.0243,2017,57.5,4.7561
2897,jos vanrenterghem,0.3912,-0.7874,11,5,10,3,46,3.8049,2017,15.3333,1.2683
2904,joseph baker,-0.134,-0.4774,9,2,5,3,23,1.9024,2017,7.6667,0.6341
2908,joseph j. glutting,1.5898,0.0048,23,6,26,6,147,12.159,2017,24.5,2.0265
2927,josé antonio rodríguez marroyo,-0.2841,0.5497,3,5,8,2,65,5.3764,2017,32.5,2.6882
2935,josé guilherme,-0.7646,-0.1941,1,6,6,2,67,5.5419,2017,33.5,2.7709
2965,joão carlos bouzas marins,0.1081,0.8936,13,7,14,2,46,3.8049,2017,23,1.9024
2978,joão valente‐dos‐santos,-0.5676,-0.2901,1,4,5,2,50,4.1357,2017,25,2.0679
2990,juan carlos pérez morales,-0.8538,-0.2899,19,6,13,3,31,2.5641,2017,10.3333,0.8547
3007,julen castellano,-0.8969,0.1593,2,2,2,2,30,2.4814,2017,15,1.2407
3017,juliano fernandes da silva,0.2573,-0.0697,15,4,6,3,33,2.7296,2017,11,0.9099
3077,júlia maría d’andréa greve,-0.2311,0.8951,14,2,4,2,15,1.2407,2017,7.5,0.6204
3079,júlio garganta,-0.8607,0.1242,2,8,8,3,48,3.9703,2017,16,1.3234
3115,karen aus der fünten,-0.6433,0.3608,22,6,9,3,144,11.9109,2017,48,3.9703
3116,karen g. roos,1.1702,-0.0324,12,4,9,3,239,19.7688,2017,79.6667,6.5896
3122,karim chamari,0.0103,-0.0322,4,16,24,8,196,16.212,2017,24.5,2.0265
3141,kasper krommes,0.5949,0.0023,8,5,7,2,73,6.0382,2017,36.5,3.0191
3251,kevin thomas,-1.2757,-0.4417,10,7,16,4,254,21.0095,2017,63.5,5.2524
3269,kieran collins,-0.3058,0.0509,6,4,12,3,332,27.4612,2017,110.6667,9.1537
3304,koen lemmink,-0.0071,-0.5687,9,2,5,3,147,12.159,2017,49,4.053
3310,kolin e. rubel,1.3325,0.0962,21,7,13,2,40,3.3086,2017,20,1.6543
3342,kristian thorborg,0.6349,-0.0138,8,15,26,6,324,26.7995,2017,54,4.4666
3356,kristy b. arbogast,1.6184,0.0378,23,6,18,3,84,6.948,2017,28,2.316
3376,kyle j.m. bennett,-0.5026,-0.176,1,6,7,2,98,8.106,2017,49,4.053
3390,kátia kitamura,-0.2046,0.6721,3,6,16,3,71,5.8727,2017,23.6667,1.9576
3415,lars l. andersen,0.5862,0.0361,8,6,8,3,62,5.1283,2017,20.6667,1.7094
3432,lauren a. pierpoint,1.3986,-0.0678,12,7,9,2,37,3.0604,2017,18.5,1.5302
3450,leandro rechenchosky,-0.7031,-0.2503,1,4,5,2,22,1.8197,2017,11,0.9099
3497,liam anderson,0.28,-0.6569,11,7,13,2,158,13.0689,2017,79,6.5344
3498,liam d. harper,-1.3387,-0.4582,10,7,13,4,135,11.1665,2017,33.75,2.7916
3504,lieven danneels,-0.5605,-0.5271,28,4,8,2,208,17.2046,2017,104,8.6023
3569,luca pappalardo,-0.0739,0.3051,17,3,4,2,65,5.3764,2017,32.5,2.6882
3572,lucas a. pereira,-0.1544,0.6424,3,20,47,9,329,27.2131,2017,36.5556,3.0237
3617,luiz guilherme antonacci guglielmo,0.2386,-0.0821,15,4,6,3,33,2.7296,2017,11,0.9099
3620,luiz henrique palucci vieira,-1.0342,-0.0468,2,5,9,3,108,8.9332,2017,36,2.9777
3639,luís suárez-arrones,0.6797,-0.4899,24,6,12,5,24,1.9851,2017,4.8,0.397
3644,lynn snyder‐mackler,0.4781,-0.3024,15,4,10,3,166,13.7306,2017,55.3333,4.5769
3647,léo djaoui,-0.2139,0.0013,6,4,5,2,79,6.5344,2017,39.5,3.2672
3662,m. teresa anguera,-0.9823,0.2293,2,6,10,4,133,11.001,2017,33.25,2.7503
3684,magni mohr,0.5305,0.3429,5,11,23,5,102,8.4369,2017,20.4,1.6874
3694,maickel bach padilha,-0.8817,-0.0352,2,12,17,4,92,7.6097,2017,23,1.9024
3731,manuel j. coelho‐e‐silva,-0.5198,-0.2768,1,9,10,3,92,7.6097,2017,30.6667,2.5366
3737,manuel sillero quintana,0.1206,0.9513,13,7,14,2,46,3.8049,2017,23,1.9024
3767,marcelo saldanha aoki,-0.4097,-0.3491,1,3,5,3,25,2.0679,2017,8.3333,0.6893
3826,marie hagman,0.5853,0.1915,5,4,7,2,37,3.0604,2017,18.5,1.5302
3841,mario amatria jiménez,-1.0188,0.2731,2,4,7,2,32,2.6469,2017,16,1.3234
3842,mario bizzini,0.4243,-0.2465,15,7,17,6,233,19.2725,2017,38.8333,3.2121
3858,mark b.a. de ste croix,1.5746,-0.2933,20,7,12,3,246,20.3478,2017,82,6.7826
3862,mark de ste croix,1.5983,-0.3208,20,7,7,2,59,4.8802,2017,29.5,2.4401
3875,mark russell,-1.3523,-0.4203,10,7,13,5,161,13.317,2017,32.2,2.6634
3919,martyna michałowska,-0.3827,-0.0002,6,3,5,2,34,2.8123,2017,17,1.4061
3936,marília santos andrade,-0.3596,0.9428,14,4,7,2,75,6.2036,2017,37.5,3.1018
3990,matthew c. varley,0.0015,-0.2647,7,7,7,3,230,19.0243,2017,76.6667,6.3414
4024,matthieu lenoir,-0.4925,-0.2206,1,6,9,3,106,8.7677,2017,35.3333,2.9226
4052,may‐britt skoradal,0.5729,0.3008,5,5,9,2,28,2.316,2017,14,1.158
4070,mehdi chaouachi,0.0164,0.1407,4,4,7,2,52,4.3012,2017,26,2.1506
4072,mehdi rouissi,-0.0625,0.0096,4,5,12,3,60,4.9629,2017,20,1.6543
4089,mehréz hammami,0.1288,0.426,16,6,13,4,204,16.8738,2017,51,4.2184
4095,melissa a. fraser,1.419,-0.1125,12,6,7,3,60,4.9629,2017,20,1.6543
4123,michael c. rumpf,-0.3083,0.3645,3,1,1,2,33,2.7296,2017,16.5,1.3648
4154,michael r. esco,-0.1548,0.5042,3,1,1,2,112,9.264,2017,56,4.632
4171,michalis mitrotasios,0.7372,0.5251,25,6,12,3,82,6.7826,2017,27.3333,2.2609
4181,michel s. brink,-0.0608,-0.5946,9,9,16,5,274,22.6638,2017,54.8,4.5328
4182,michele di mascio,0.2208,0.2909,4,4,7,2,19,1.5716,2017,9.5,0.7858
4200,miguel ángel campos vázquez,0.7151,-0.4958,24,3,8,3,18,1.4889,2017,6,0.4963
4204,miguel–ángel gómez,-0.2049,-0.0928,27,5,8,6,273,22.5811,2017,45.5,3.7635
4250,moacir marocolo,0.2864,0.4846,5,4,5,3,90,7.4443,2017,30,2.4814
4267,mohamed saifeddin fessi,0.0335,-0.2079,7,6,8,2,52,4.3012,2017,26,2.1506
4270,mohamed souhaiel chelly,0.1026,0.4541,16,3,9,3,177,14.6405,2017,59,4.8802
4290,moisés cohen,-0.249,0.7944,14,7,8,2,52,4.3012,2017,26,2.1506
4293,moktar chtara,-0.0432,0.0584,4,9,16,4,79,6.5344,2017,19.75,1.6336
4298,monika grygorowicz,-0.3932,-0.0217,6,3,5,3,86,7.1134,2017,28.6667,2.3711
4301,monoem haddad,-0.0925,-0.0013,4,5,9,2,42,3.474,2017,21,1.737
4311,morten b. randers,0.5944,0.2354,5,8,12,3,65,5.3764,2017,21.6667,1.7921
4363,mário antônio de moura simim,0.2458,0.5141,5,4,4,2,31,2.5641,2017,15.5,1.2821
4364,mário c. marques,-0.5606,0.2333,18,5,6,2,53,4.3839,2017,26.5,2.1919
4368,míkel izquierdo,-0.3793,0.326,3,9,10,4,64,5.2937,2017,16,1.3234
4415,naryana mascarin,-0.3824,0.9269,14,4,7,2,75,6.2036,2017,37.5,3.1018
4444,nebojša trajković,-0.1795,0.1718,17,4,6,2,75,6.2036,2017,37.5,3.1018
4463,nesrine chaâri,0.1036,0.049,4,4,5,2,23,1.9024,2017,11.5,0.9512
4483,nicholas j. smeeton,-1.0884,-0.3156,10,2,2,2,116,9.5949,2017,58,4.7974
4495,nick wattie,-0.1355,-0.498,9,2,5,4,23,1.9024,2017,5.75,0.4756
4499,nicola luigi bragazzi,-0.0925,0.0311,4,5,5,2,15,1.2407,2017,7.5,0.6204
4522,nikolai baastrup nordsborg,0.4968,0.3659,5,8,14,3,74,6.1209,2017,24.6667,2.0403
4539,nizar souissi,0.1429,0.1571,4,2,2,2,23,1.9024,2017,11.5,0.9512
4546,norikazu hirose,-0.267,-0.233,1,7,9,3,61,5.0456,2017,20.3333,1.6819
4592,oleguer camerino foguet,-0.9434,0.1982,2,2,2,2,73,6.0382,2017,36.5,3.0191
4600,olivier girard,0.1704,0.2349,4,8,11,4,61,5.0456,2017,15.25,1.2614
4652,pablo juan greco,-0.8811,-0.2785,19,6,15,5,69,5.7073,2017,13.8,1.1415
4663,pantelis τ. nikolaidis,-0.5588,0.0255,6,6,7,2,161,13.317,2017,80.5,6.6585
4668,paolo cintia,-0.0542,0.3036,17,3,4,2,65,5.3764,2017,32.5,2.6882
4718,paul larkin,-1.0394,-0.3097,10,2,5,3,256,21.1749,2017,85.3333,7.0583
4722,paul parker,-1.2995,-0.4026,10,7,10,2,151,12.4899,2017,75.5,6.2449
4723,paul read,1.6195,-0.286,20,5,14,4,230,19.0243,2017,57.5,4.7561
4724,paul s. bradley,0.3222,0.3919,5,13,13,3,112,9.264,2017,37.3333,3.088
4737,paulo farinatti,0.0365,-0.0533,4,1,1,2,20,1.6543,2017,10,0.8271
4738,paulo henrique borges,-0.6917,-0.2329,1,4,5,2,22,1.8197,2017,11,0.9099
4743,paulo roberto pereira santiago,-1.0534,-0.0664,2,4,6,2,47,3.8876,2017,23.5,1.9438
4744,paulo roberto santos silva,-0.2114,0.8917,14,2,4,2,15,1.2407,2017,7.5,0.6204
4768,pedro emílio drumond moreira,-0.8278,-0.2992,19,6,9,2,23,1.9024,2017,11.5,0.9512
4784,pedro santos,-0.155,-0.0801,27,1,2,2,54,4.4666,2017,27,2.2333
4792,per aagaard,0.6204,0.0424,8,5,7,2,64,5.2937,2017,32,2.6469
4793,per hölmich,0.5722,-0.033,8,13,24,6,295,24.4008,2017,49.1667,4.0668
4809,peter krustrup,0.5319,0.2652,5,17,33,8,164,13.5652,2017,20.5,1.6956
4834,philippe lopes,-0.2518,-0.7325,26,3,8,3,13,1.0753,2017,4.3333,0.3584
4866,pál weihe,0.5781,0.3449,5,8,14,3,39,3.2259,2017,13,1.0753
4883,r. dawn comstock,1.3489,-0.0512,12,4,5,2,24,1.9851,2017,12,0.9926
4913,rafael bagatin,-0.878,0.0574,2,5,9,2,10,0.8271,2017,5,0.4136
4933,raja bouguezzi,0.0713,0.3259,16,6,11,2,87,7.1962,2017,43.5,3.5981
4955,raouf hammami,0.0421,0.1452,4,4,7,2,52,4.3012,2017,26,2.1506
4956,raphael brito e sousa,-0.8675,-0.3173,19,5,8,2,10,0.8271,2017,5,0.4136
4973,raúl reina,0.2576,-0.3546,7,3,3,2,56,4.632,2017,28,2.316
5017,rhodri s. lloyd,1.6211,-0.2564,20,5,14,4,230,19.0243,2017,57.5,4.7561
5026,ricardo da s. torres,-1.1409,-0.0648,2,2,4,2,10,0.8271,2017,5,0.4136
5030,ricardo duarte,-0.7215,0.1529,18,3,3,3,38,3.1432,2017,12.6667,1.0477
5031,ricardo ferraz,-0.5478,0.214,18,5,6,2,53,4.3839,2017,26.5,2.1919
5062,rintje agricola,0.6715,-0.1014,8,3,5,2,38,3.1432,2017,19,1.5716
5072,roald bahr,0.3339,-0.0805,8,7,12,4,220,18.1972,2017,55,4.5493
5093,robert j. naughton,0.2962,-0.6918,11,7,16,3,164,13.5652,2017,54.6667,4.5217
5094,robert m. erskine,0.36,-0.8044,11,5,14,3,113,9.3467,2017,37.6667,3.1156
5095,robert m. malina,-0.4613,-0.2845,1,6,6,2,169,13.9787,2017,84.5,6.9894
5096,robert mccunn,-0.672,0.3589,22,6,8,2,44,3.6394,2017,22,1.8197
5119,rocco di michele,0.2417,-0.6017,11,10,23,6,264,21.8366,2017,44,3.6394
